,norm,formal,subjektif,posneg
151,segera bergegas utk vaksin kovidnyatabukankonspirasi,segera gegas untuk vaksin kovidnyatabukankonspirasi,1.0,1.0
152,ih iya kan gw sering liat yg di vaksin di tusuk dulu idungnya,ih iya kan gue sering lihat yang di vaksin di tusuk dulu hidung,1.0,0.0
154,yokk semangatt yang mau vaksin sarapan dulu jangan lupa ya jaga kesehatan kalian,yuk semangat yang mau vaksin sarap dulu jangan lupa ya jaga sehat kalian,0.0,0.0
155,hari ini aku vaksin,hari ini aku vaksin,0.0,1.0
156,ayoo vaksin diri kovidnyatabukankonspirasi,ayo vaksin diri kovidnyatabukankonspirasi,0.0,1.0
157,ujung ujungnya yg dateng goshow dan ambil nomor antrian yg dpt vaksin,ujung ujung yang datang goshow dan ambil nomor antri yang dapat vaksin,0.0,0.0
160,nyet uda mepet waktunya abang gua ambil nomer vaksin dulu,monyet sudah mepet waktu abang gua ambil nomer vaksin dulu,0.0,0.0
161,uda stress anj kalo gamau divaksin yauda tp gausa kek gt gblk ak yg mau bgt vaksin tp gabole grgr umur nya blm thn,sudah stres anjing kalo enggak mau vaksin yauda tapi enggak usah kayak begitu gblk aku yang mau banget vaksin tapi gabole gara-gara umur nya belum tahun,1.0,0.0
164,heheh saya juga vaksin az kok dan untuk haji juga pake yang az klo gak salah,heheh saya juga vaksin az kok dan untuk haji juga pakai yang az kalo enggak salah,0.0,0.0
165,pengen ikutan vaksin tp takut sma jarum suntik,pengin ikut vaksin tapi takut sama jarum suntik,0.0,-1.0
167,semangat jgn lupa makan sebelum vaksin,semangat jangan lupa makan belum vaksin,1.0,1.0
168,sempat rakyat meninggal vaksin lambat duit bantuan pun lambat,sempat rakyat tinggal vaksin lambat duit bantu pun lambat,0.0,0.0
170,kemaren aku dah seneng dgr ada vaksin gratis pas tau buat tahun keatas ak merasa terbaduti,kemarin aku deh senang dengar ada vaksin gratis pas tau buat tahun atas aku rasa badut,0.0,1.0
171,ke atas setauku nimss nanti sblm vaksin juga discreening n ditanya lagi sih,ke atas tau nimss nanti belum vaksin juga discreening n tanya lagi sih,0.0,0.0
173,kaaa bisa vaksin,kak bisa vaksin,1.0,0.0
174,met pagi aku vaksin hari ini,selamat pagi aku vaksin hari ini,0.0,1.0
175,tepat banget perumpamaannya lol iya dari pas aku di rumah sakit kemarin juga udah diingetin buat double mask kalo bisa malah pake di dalemnya btw ada yg lebih lucu disini yang ngedata dan teriak teriak nyuruh vaksin malah pada ga ikut vaksin kesel ga si,tepat banget umpama lol iya dari pas aku di rumah sakit kemarin juga sudah ingat buat double mask kalo bisa malah pakai di dalem btw ada yang lebih lucu sini yang ngedata dan teriak teriak nyuruh vaksin malah pada enggak ikut vaksin kesel enggak sih,1.0,0.0
179,aku dibangunin mama disuruh ikut vaksin,aku dibangunin mama suruh ikut vaksin,0.0,0.0
181,gt juni nyonya vaksin dan dia tepar hari karena kipi gt anak batuk pilek sampe susah tidur karena hidung tersumbat sejak juni sampe tadi malem gt daaaan semua itu terjadi urusan kerjaan aku dan nyonya tetep harus running,begitu juni nyonya vaksin dan dia tepar hari karena kipi begitu anak batuk pilek sampai susah tidur karena hidung sumbat sejak juni sampai tadi malam begitu daaaan semua itu jadi urus kerja aku dan nyonya tetap harus running,0.0,-1.0
183,setiap jenis vaksin yang anda terima mampu membina perlindungan dalam badan untuk mengurangkan risiko ancaman,tiap jenis vaksin yang anda terima mampu bina lindung dalam badan untuk kurang risiko ancam,1.0,0.0
184,yallah mules mau vaksin dulu sebelum ngepull,yallah mules mau vaksin dulu belum ngepull,0.0,1.0
185,gue takut gue takut kalau pas di vaksin nangis gue bener phobia sama jarum suntik cuman tes golongan darah aja gue nangis jam palagi vaksin gimana cara biar ga takut ma jarum suntik plis gue mnding divaksin dirumah benerankalau nangis pun ga malu,gue takut gue takut kalau pas di vaksin menang gue benar phobia sama jarum suntik cuman tes golong darah saja gue menang jam palagi vaksin bagaimana cara biar enggak takut sama jarum suntik plis gue mending vaksin rumah benerankalau menang pun enggak malu,0.0,-1.0
188,bener banget kami yang udah daftar via gotong royong belum ada kejelasan kapan akan di vaksin dan nyangkut ga bisa ikutan vaksin di tempat lain udah kontak hotline ga ada tanggapan,benar banget kami yang sudah daftar via gotong royong belum ada jelas kapan akan di vaksin dan nyangkut enggak bisa ikut vaksin di tempat lain sudah kontak hotline enggak ada tanggap,0.0,0.0
190,gw pas hari minggu sehari stelah vaksin bawaanya ngantuk mulu sama pengen ngunyah padahal gak laper,gue pas hari minggu hari telah vaksin bawaanya ngantuk mulu sama pengin ngunyah padahal enggak laper,0.0,-1.0
191,engga tapi kakak qku abis vaksin langsung sakit,enggak tapi kakak qku habis vaksin langsung sakit,0.0,-1.0
194,ngga lah nder apa yg kamu ingin percayai dr perkataan yg tidak bersumber saudaraku abis di vaksin cmn jd lebih laper doang wkaowakwok,enggak lah nder apa yang kamu ingin percaya dari kata yang tidak sumber saudara habis di vaksin cuman jadi lebih laper doang wkaowakwok,0.0,1.0
196,efek habis di vaksin emang anjay bangett,efek habis di vaksin memang anjay banget,1.0,-1.0
198,ga astagaaaibu aku org kesehatan di vaksin awal awal bgt gpp gajadi titan aplg buta lumpuh,enggak astagaaaibu aku orang sehat di vaksin awal awal banget enggak apa gajadi titan aplg buta lumpuh,1.0,0.0
200,ada yg nanya penting nggk sih vaksin itu analogi nya vaksin itu kayak orang pake helm pakai atau tidak helm kemungkinan terjadi kecelakaan nya sama aja tetapi akan ber berbeda tingkat cidera keparahan yg pakai atau tidak helm paham tanyavaksin,ada yang tanya penting enggak sih vaksin itu analogi nya vaksin itu kayak orang pakai helm pakai atau tidak helm mungkin jadi celaka nya sama saja tetapi akan ber beda tingkat cidera parah yang pakai atau tidak helm paham tanyavaksin,1.0,1.0
201,vaksin gak jaminan bebas dr covid bahkan ada yg mati stlh divaksin ada yg dan efek negatif lainnya vaksin itu bisnis,vaksin enggak jamin bebas dari covid bahkan ada yang mati telah vaksin ada yang dan efek negatif lain vaksin itu bisnis,1.0,-1.0
202,ribet ya punya kel besar yang mulutnya komentar mulu masalah tempat vaksin aja dipermasalah hadeh,ribet ya punya keluarga besar yang mulut komentar mulu masalah tempat vaksin saja masa hadeh,0.0,0.0
203,seandainya china memberi tahu dunia hanya satu minggu lebih cepat kematian akibat virus corona di amerika dapat dicegah sekarang peretas china mencoba mencuri penelitian vaksin,anda china beri tahu dunia hanya satu minggu lebih cepat mati akibat virus corona di amerika dapat cegah sekarang retas china coba curi teliti vaksin,1.0,0.0
204,wisata vaksin bukan berarti mendorong masyarakat berwisata untuk mendapat vaksin,wisata vaksin bukan arti dorong masyarakat wisata untuk dapat vaksin,1.0,-1.0
206,gajelas bgt sumpah pake jaki jg ga guna daftar vaksin,enggak jelas banget sumpah pakai jaki juga enggak guna daftar vaksin,1.0,-1.0
207,aparat mah tanpa data vaksin juga gampang menemukan orang apalagi cuma rakyat jelata cancer sama libra cuma dikasih nama bisa tau alasan orang gagal move on atau ga mau buka hati,aparat mah tanpa data vaksin juga gampang temu orang apalagi cuma rakyat jelata cancer sama libra cuma kasih nama bisa tau alas orang gagal move on atau enggak mau buka hati,1.0,0.0
208,hari h vaksin padahal tapi knp malah makin dropp allahuakbar,hari h vaksin padahal tapi kenapa malah makin dropp allahuakbar,0.0,0.0
210,distribusi vaksin ini apa gabisa ya dijadwal perdaerah aja perdusun gitu trs misal gada relawan utk dtg ke dusun ya gpp warga disuruh dtg ke puskesmasrs terdekat jamnya dibagi perrtrw jadikan bisa merata dan ga perlu buat kerumunan cuma saran,distribusi vaksin ini apa enggak bisa ya jadwal daerah saja dusun begitu terus misal enggak ada rawan untuk datang ke dusun ya enggak apa warga suruh datang ke puskesmasrs dekat jam bagi perrtrw jadi bisa rata dan enggak perlu buat kerumun cuma saran,1.0,1.0
212,haa kyknya gk sampe segitunya dah kemarin suami kakakku vaksin bawaannya ngantuk gtulemes,haa kayak enggak sampai begitu deh kemarin suami kakak vaksin bawa ngantuk gtulemes,0.0,1.0
213,yang mau vaksin tapi gk punya surat ktp domisili jangan gundah jangan risau bisa vaksin di unit pelayanan terpadu kemenkes di seluruh indonesia,yang mau vaksin tapi enggak punya surat ktp domisili jangan gundah jangan risau bisa vaksin di unit layan padu kemenkes di seluruh indonesia,0.0,0.0
214,saya ngak mau vaksin sinovacvaksin mandiri saja pakek moderna takut kalau yg lain,saya enggak mau vaksin sinovacvaksin mandiri saja pakai moderna takut kalau yang lain,0.0,0.0
215,mjb nggak kok ortu ku abis vaksin efek sampingnya kek demam biasa tapi cuma sehari kok,mjb enggak kok orang tua ku habis vaksin efek samping kayak demam biasa tapi cuma hari kok,0.0,-1.0
216,belum dapat vaksin dah kena kalau gini caranya,belum dapat vaksin deh kena kalau begini cara,1.0,0.0
217,sinovac sinopharma cansino ini vaksin bikinan china dipake indonesia n astra zeneca juga dibikin di china walau itu perusahaan inggris,sinovac sinopharma cansino ini vaksin bikin china pakai indonesia n astra zeneca juga bikin di china walau itu usaha inggris,0.0,0.0
218,perkongsian di radio kool fm pagi ini tentang dua dos vaksin adakah kita kebal,kongsi di radio kool fm pagi ini tentang dua dos vaksin ada kita kebal,0.0,0.0
219,mau vaksin disuruh bubar,mau vaksin suruh bubar,0.0,0.0
220,kemarin setelah vaksin gua masih bisa kerja masih bisa ngedit dan rasanya cuma ngantuk plus laper,kemarin telah vaksin gua masih bisa kerja masih bisa ngedit dan rasa cuma ngantuk plus laper,0.0,1.0
221,bismillah tudey vaksin semoga efek nya ngga,bismillah tudey vaksin moga efek nya enggak,1.0,0.0
223,vaksin gratis nanti dapat bansos buat ktpkksim lebih gampang ayo di vaksin kakak jgn ragu,vaksin gratis nanti dapat bansos buat ktpkksim lebih gampang ayo di vaksin kakak jangan ragu,1.0,1.0
224,udah daftar lewat vaksin gotong royong tapi kejelasan undangan sampe sekarang belum ada lambat dan prosedur nya,sudah daftar lewat vaksin gotong royong tapi jelas undang sampai sekarang belum ada lambat dan prosedur nya,0.0,0.0
225,lah dah lewat mana blm masuk data vaksin dirs sini lg,lah deh lewat mana belum masuk data vaksin dirs sini lagi,1.0,0.0
226,siloam belum buka kuota vaksin di semarang semoga segera sebelum semangatku berburu vaksin padam,siloam belum buka kuota vaksin di semarang moga segera belum semangat buru vaksin padam,1.0,0.0
227,salam maranatha amp salam damai sejahtera bt kita semuanyaingatlah selalu prokes olah ragabe happypositive thinkingjaga pola hidup yg benarjgn lupa utk vaksinhidup sesuai kemampuanttp semangatimmanueljb us,salam maranatha amp salam damai sejahtera buat kita semuanyaingatlah selalu prokes olah ragabe happypositive thinkingjaga pola hidup yang benarjgn lupa untuk vaksinhidup sesuai kemampuanttp semangatimmanueljb us,1.0,1.0
228,sebenarnya kita ini ikut ikutan mreka pakai masker kita ikut mreka kt juga ikut mreka lockdown kt ngikut mreka new normal kt jg ikut mreka vaksin ya kita ngikut,benar kita ini ikut ikut mereka pakai masker kita ikut mereka kita juga ikut mereka lockdown kita ngikut mereka new normal kita juga ikut mereka vaksin ya kita ngikut,1.0,0.0
229,gerai vaksin presisi di polrespolsek gratis dan tanpa syarat ktp domisili via,gerai vaksin presisi di polrespolsek gratis dan tanpa syarat ktp domisili via,0.0,0.0
230,tergantung vaksin kelaitannya pak yg kena makin banyak tapi ada yg sehat ada yg sakit,gantung vaksin kelaitannya pak yang kena makin banyak tapi ada yang sehat ada yang sakit,1.0,0.0
231,bangun hari ini spesyel lebih awal dari biasanya krn bismillah dpt jatah vaksin tudey semoga maju lancar spt tulisan pada bis antarkota,bangun hari ini spesyel lebih awal dari biasa karena bismillah dapat jatah vaksin tudey moga maju lancar seperti tulis pada bis antarkota,1.0,1.0
232,hari ini vaksin duh doain ya moots smg gadak jujur aku takut bgt sbnrnya,hari ini vaksin duh doain ya moots moga gadak jujur aku takut banget sbnrnya,1.0,-1.0
233,di tempat suamik ambil sertifikat tanah harus nunjukin sertifikat vaksin nice kudunya semua pemda gini,di tempat suamik ambil sertifikat tanah harus nunjukin sertifikat vaksin nice kudu semua pemda begini,0.0,1.0
235,sini brotunjukkan siapa kmukita ngopi bareng tidak usah bersembunyi dibalik akun gk jelas atas dasar apa kamu menjudge saya khilafah yuk kita diskusikan apa itu pertanian apa itu khilafah apa itu vaksin saya bahas pertanian kok kmu vaksin khilafah gak nyambung,sini brotunjukkan siapa kmukita ngopi bareng tidak usah sembunyi balik akun enggak jelas atas dasar apa kamu menjudge saya khilafah yuk kita diskusi apa itu tani apa itu khilafah apa itu vaksin saya bahas tani kok kamu vaksin khilafah enggak sambung,1.0,0.0
236,teriak anti vaksin biar dicari dan disuntik vaksin,teriak anti vaksin biar cari dan suntik vaksin,1.0,0.0
238,gak ada vaksin yg bener aman relawan vaksin az umur pun ada yg sampe lumpuh hari setelah suntikan pertama yg terbaik konsul dokter dulu sebelum menerima vaksin kalo ada yg bilang terima aja apa yg ada getok aja kepalanya,enggak ada vaksin yang benar aman rawan vaksin az umur pun ada yang sampai lumpuh hari telah sunti pertama yang baik konsultasi dokter dulu belum terima vaksin kalo ada yang bilang terima saja apa yang ada getok saja kepala,1.0,-1.0
239,papamamanya nada bergantian tumbang setelah vaksin az untung jadwal vaksinnya ga barengan,papamamanya nada ganti tumbang telah vaksin az untung jadwal vaksin enggak bareng,0.0,-1.0
240,sy engga tau selogan tp istilah vaksin itu tergolong produk biologi yg komposisi utamanya biasanya adlah virus yg dilemahkan atau dimatikan tujuannya agar sistem imun manusia bisa mengenal virus tersebut sehingga akan melakukan mekanisme pertahanan tubuh untuk virus itu,saya enggak tau log tapi istilah vaksin itu golong produk biologi yang komposisi utama biasa adlah virus yang lemah atau mati tuju agar sistem imun manusia bisa kenal virus sebut sehingga akan laku mekanisme tahan tubuh untuk virus itu,0.0,1.0
242,besok jadwal vaksin seharusnya tapi kok gada sms atau wa ya,besok jadwal vaksin harus tapi kok enggak ada sms atau wa ya,0.0,0.0
243,baru tau dah kelar vaksin njir,baru tau deh kelar vaksin anjir,0.0,0.0
245,alhamdulilah efek samping dr vaksin sinovac yg aku terima kmrin cuma pegel pegel tangan aja yes,alhamdulilah efek samping dari vaksin sinovac yang aku terima kemarin cuma gel gel tangan saja yes,0.0,1.0
247,gw bacadi awal sg leading kasus positifplus angka kematian sangat rendahplus mereka meneliti virus nyaanda pikir di vaksin dah pada kebal semualah disini aja yg dah di vaksin jd positif bukan otg pulaada yg sampai pengentalan darah,gue bacadi awal sg leading kasus positifplus angka mati sangat rendahplus mereka teliti virus nyaanda pikir di vaksin deh pada kebal semua sini saja yang deh di vaksin jadi positif bukan otg pulaada yang sampai kental darah,0.0,-1.0
248,yang meresahkan itu ga mau vaksin karena alesannya kalo divaksin bakal ditracking seumur hidup tapi ngerokok terus prokes minim heh biji salak kalo cuma nyari lo doang sih cukup rakyat biasa yang berzodiak cancer sama libra sekejap juga bisa,yang resah itu enggak mau vaksin karena alesannya kalo vaksin bakal ditracking umur hidup tapi ngerokok terus prokes minim heh biji salak kalo cuma cari lo doang sih cukup rakyat biasa yang zodiak cancer sama libra kejap juga bisa,1.0,1.0
249,vaksin nasional untuk ibu hamil dan bayi dimintadipercepat,vaksin nasional untuk ibu hamil dan bayi dimintadipercepat,0.0,0.0
250,vaksin nasional untuk ibu hamil dan bayi dimintadipercepat,vaksin nasional untuk ibu hamil dan bayi dimintadipercepat,0.0,0.0
251,jadi lingkungan sekitar rumah adalah orang yg ga percaya covid habis vaksin nih malah diketawain dong sama tetangga wkwk beberapa sampai ghibah si wa story malemnya temen yg kerja di puskesmas ngechat ternyata dari sekampung yg vaksin cuma orang aku sama emak,jadi lingkung sekitar rumah adalah orang yang enggak percaya covid habis vaksin nih malah diketawain dong sama tetangga wkwk beberapa sampai ghibah sih wa story malemnya teman yang kerja di puskesmas ngechat nyata dari kampung yang vaksin cuma orang aku sama emak,1.0,0.0
252,mau vaksin hari ini eh ada kuliah pagi jadinya ya belom ngapangapain eh pagipagi dikabarin kalo dosennya cuti tau gitu hari ini vaksin,mau vaksin hari ini eh ada kuliah pagi jadi ya belum ngapangapain eh pagipagi dikabarin kalo dosen cuti tau begitu hari ini vaksin,0.0,0.0
253,karena vaksin mrna pfizer moderna banyak efek samping yang serius meski langka dan juga tidak di anjuran untuk individu dengan sejarah alergi sinovac lebih di sukai karena selain efek samping tidak serius juga di buat dengan cara konvensional,karena vaksin mrna pfizer moderna banyak efek samping yang serius meski langka dan juga tidak di anjur untuk individu dengan sejarah alergi sinovac lebih di suka karena selain efek samping tidak serius juga di buat dengan cara konvensional,0.0,1.0
